Name;URL
Far Eastern Federal University;http://www.dvfu.ru/
Fashion Institute of Technology;http://www.fitnyc.edu
Federación Colombiana de Productores de Papa-FEDEPAPA;http://www.fedepapa.com/
Federación Nacional de Avilcultores de Colombia (FENAVI);http://www.fenavi.org/
Federación Nacional de Cacaoteros-FEDECACAO;
Federal Ministry of Education and Research;https://www.bmbf.de/
Federal Student Aid;
Feng Chia University;http://www.fcu.edu.tw
Ferdowsi University of Mashhad;http://www.um.ac.ir
FHNW Fachhochschule Nordwestschweiz;http://www.fhnw.ch
Fiduciaria La Previsora S.A;https://www.fiduprevisora.com.co/
Financiera de Desarrollo Territorial S.A;https://www.findeter.gov.co/
Finland University;https://www.finlanduniversity.com/
Flinders University;http://www.flinders.edu.au
Florida Institute of Technology;http://www.fit.edu/
Florida International University;http://www.fiu.edu/
Florida State University;http://www.fsu.edu/
Flywire;https://www.flywire.com/es/
Fordham University;http://www.fordham.edu/
FORMASUP Nord-Pas-de-Calais;https://www.formasup-npc.org/
Formation d'ingénieur par alternance (CFA ISTP);https://www.istp.fr/campus/campus-industriel/
FORUM SYD;
FPT University;http://international.fpt.edu.vn/
Frankfurt School of Finance & Management;http://www.frankfurt-school.de
Frankfurt University of Applied Sciences;http://www.frankfurt-university.de
Franklin W. Olin College of Engineering;http://www.olin.edu/
Fraunhofer-Institut für Elektronische Nanosysteme ENAS;http://www.enas.fraunhofer.de/
Freie Universität Berlin;http://www.fu-berlin.de
Friedrich-Alexander-Universität Erlangen-Nürnberg;http://www.uni-erlangen.de
Fu Jen Catholic University;http://www.fju.edu.tw/
Fudan University;http://www.fudan.edu.cn
Fuerza Aérea Colombiana;
Fulbright Colombia;http://www.fulbright.edu.co/
Fundação Getulio Vargas;http://portal.fgv.br/
Fundação Getulio Vargas - Escola de Administracão de Empresas de São Paulo;http://www.eaesp.fgvsp.br/
Fundação Getulio Vargas - Escola de Dereito Rio de Janeiro;http://direitorio.fgv.br/
Fundação Getulio Vargas - Escola de Dereito São Paulo;http://direitosp.fgv.br/
Fundação Oswaldo Cruz;http://portal.fiocruz.br/
Fundación Antonio Restrepo Barco;https://fundacionbarco.org/
Fundación Arkhé: Archivos de arte latinoamericano;
Fundación Bavaria;https://www.bavaria.co/fundacion/conoce-fundacion-bavaria
Fundación BERG Oceana Aufklärung - BERG Institute;
Fundación Cardio Infantil;
Fundación Carolina;https://www.fundacioncarolina.es/
Fundación Centro de Estudios Interdisciplinarios Básicos y Aplicados (CEIBA);https://www.ceiba.org.co/site/index.php
Fundación ESADE - Universidad Ramón Llull;http://www.esade.edu/web/esp
Fundación FES;http://fundacionfes.org/
Fundación Foro;http://www.fundacionforo.com/
Fundación Gavia;http://fundaciongavia.weebly.com/
Fundación GCFAprendeLibre;https://www.fundaciongcfaprendelibre.org/
Fundación Grupo de Acción y Apoyo para Personas Trans;https://fundaciongaat.org/
Fundación Iberoamericana de Nutrición;http://www.finut.org/
Fundación IC;https://afecolombia.org/fundacion/ic/
Fundación Incolmotos Yamaha;http://www.fundacionincolmotosyamaha.org
Fundación José Ortega y Gasset;http://ortegaygasset.edu/
Fundacion Malpelo;http://www.fundacionmalpelo.org/
Fundación Mundo Sano;
Fundación Neme;
Fundación Neumológica Colombiana;http://www.neumologica.org/
Fundacion Omacha;http://www.omacha.org/
Fundación para Conservación y el Desarrollo Sostenible;
Fundación Poderosas Colombia;
Fundación Princesa de Asturias;http://www.fpa.es/es/
Fundación Saldarriaga Concha;http://www.saldarriagaconcha.org/
Fundación Santa Fe de Bogotá;https://www.fsfb.org.co/
Fundación Santo Domingo;https://www.fundacionsantodomingo.org/
FUNDACIÓN SERGIO URREGO;http://fundacionsergiourrego.org/
Fundación Tomás Rueda Vargas;http://www.tomasruedavargas.org/
Fundación Tras la Perla;http://www.traslaperla.org/
Fundación Universidad de América;https://www.uamerica.edu.co/
Fundación Universitaria de Monserrate;http://www.fum.edu.co
Fundación Universitaria Juan de Castellanos;
Fundación Universitaria Konrad Lorenz;http://www.konradlorenz.edu.co/es/
Fundación Universitaria Luis Amigó;http://www.funlam.edu.co
Fundación Universitaria San Martín;
Fundacuón Universitaria de Ciencias de la Salud;
Galileo Global Education;https://www.ggeedu.com/
Geneva Business School;https://gbsge.com/
Geneva Centre for Security Sector Governance ;
Geneva School of Diplomacy and International Relations;https://genevadiplomacy.ch
Gengdan Academy of Design;http://new.gengdan.cn/art/jk/
Georg-August-Universität Göttingen;http://www.uni-goettingen.de
George Brown College;https://www.georgebrown.ca/
George Mason University;http://www.gmu.edu
George Washington University;http://www.gwu.edu
Georgetown University;http://www.georgetown.edu/
Georgetown University - O'Neill Institute for National and Global Health Law;http://www.law.georgetown.edu/oneillinstitute/
Georgia Institute of Technology (Georgia Tech);http://www.gatech.edu
Georgia Southern University;http://www.georgiasouthern.edu
Georgia State University;http://www.gsu.edu/
Gifu University;http://www.gifu-u.ac.jp/
Gimnasio Moderno;https://gimnasiomoderno.edu.co/
Gimnasio Vermont;
GJX SAS;
Glasgow Caledonian University;http://www.gcu.ac.uk
Glasgow School of Art;http://www.gsa.ac.uk
Glasgow School of Art - Mackintosh School of Architecture;http://www.gsa.ac.uk/m/degree-show-2012/mackintosh-school-of-architecture/
Global Initiative against Transnational Crime;https://globalinitiative.net/
Global Innovation Index;
Glunser Global University Services;http://www.glunser.com/
Gobernación de Casanare;http://www.casanare.gov.co/
Gobernación de Vichada;http://www.vichada.gov.co/
Gobierno de Québec;http://www.gouv.qc.ca/FR/Pages/Accueil.aspx
Gobierno de Québec en México;https://www.international.gouv.qc.ca/es/mexico
Goldsmiths' College, University of London;http://www.goldsmiths.ac.uk
Gorom Association;
Götegorgs Universitet-HDK HÖGSKOLAN FÖR DESIGN OCH KONSTHANTVERK;http://hdk.gu.se/en
Gottfried Wilhelm Leibniz Universität Hannover;http://www.uni-hannover.de
Gower College Swansea;https://www.gcs.ac.uk/international
Graduate University for Advanced Studies;https://www.soken.ac.jp
Green Coffee Company;
Grenoble Ecole de Management;http://www.grenoble-em.com
Grenoble INP - UGA;http://www.grenoble-inp.fr
Greystone College;
Griffith University;http://www.griffith.edu.au
GRIPS - National Graduate Institute for Policy Studies;http://www.grips.ac.jp/en/
Groupe des Écoles centrales;http://www.groupe-centrale.com/
Groupe ESC Clermont - Graduate School of Management;http://www.esc-clermont.fr
Grupo Energía Bogotá (GEB);https://www.grupoenergiabogota.com/
Guilford College;http://www.guilford.edu/
Gunma University;http://www.gunma-u.ac.jp
Hacettepe Üniversitesi;http://www.hacettepe.edu.tr
Haitian Education and Leadership Program;https://uhelp.net/
Hallym University;http://www.hallym.ac.kr/
Hamilton College;https://www.hamilton.edu/
Handelshøjskolen i København;https://www.cbs.dk/
Hanyang University;http://www.hanyang.ac.kr
Harbin Engineering University;http://www.hrbeu.edu.cn/
Harbin Institute of Technology;http://en.hit.edu.cn/
Harvard University;http://www.harvard.edu
Harvard University - Harvard College;https://college.harvard.edu/
Harvard University - Harvard Law School;http://hls.harvard.edu/
Harvard University - John F. Kennedy School of Government;https://www.hks.harvard.edu/
Hashemite University;http://www.hu.edu.jo/
Háskóli Íslands;http://www.hi.is
Háskólinn í Reykjavik;http://www.ru.is
Haute Ecole des Arts du Rhin;http://www.hear.fr/
Haverford College;https://www.haverford.edu/
Hawaii Pacific University;http://www.hpu.edu
Hebrew University of Jerusalem;http://www.huji.ac.il
HEC School of Management;http://www.hec.fr
Helsingin Yliopisto;https://www.helsinki.fi/fi
Heriot-Watt University;http://www.hw.ac.uk
Hernán Francisco Bayona Ortiz;
Hertie School;http://www.hertie-school.org
Hessian State Chancellery;https://english.hessen.de/about-us/state-chancellery-ministries
Hiroshima University;http://www.hiroshima-u.ac.jp/
Hochschule Bonn-Rhein-Sieg;http://www.fh-bonn-rhein-sieg.de
Hochschule der Medien;http://www.hdm-stuttgart.de
Hochschule Düsseldorf;https://hs-duesseldorf.de/
Hochschule Esslingen;http://www.hs-esslingen.de
Hochschule für Angewandte Wissenschaften Hamburg;http://www.haw-hamburg.de
Hochschule für angewandte Wissenschaften München;https://www.hm.edu/index.de.html
Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt;https://www.fhws.de/
Hochschule für Technik Stuttgart;http://www.hft-stuttgart.de
Hochschule Karlsruhe – Technik und Wirtschaft;http://www.hs-karlsruhe.de
Hochschule Konstanz;http://www.htwg-konstanz.de
Hochschule München;http://www.hm.edu
Hochschule Reutlingen;http://www.reutlingen-university.de/
Hochschule Rhein-Waal;http://www.hochschule-rhein-waal.de/
Hofstra University;http://www.hofstra.edu
Hogeschool Inholland;http://www.inholland.nl
Hogeschool Rotterdam;http://www.hogeschool-rotterdam.nl
Hokkaido University;http://www.hokudai.ac.jp
Hollins University;https://www.hollins.edu/
Homecenter-SODIMAC Colombia S.A.;
Hong Kong Baptist University;http://www.hkbu.edu.hk
Hosei University;http://www.hosei.ac.jp
Hospitainer;https://hospitainer.com/
Hospital de Yopal;http://www.hospitaldeyopal.gov.co/
Hospital Quiron de Marbella;https://www.quironsalud.es/
Hospital Universitario Italiano de Buenos Aires;
Hospital Universitario San Ignacio;https://www.husi.org.co/inicio
Høgskolen i Oslo og Akershus - Oslo metropolitan University;https://www.oslomet.no/en
Høyskolen Kristiania;https://kristiania.no/english
HUAWEI TECHNOLOGIES  COLOMBIA ;
Huazhong University of Science and Technology;http://www.hust.edu.cn
Hult International Business School;http://www.hult.edu
Hult International Business School - London UK;https://www.hult.edu/en/locations/london/
Human Acaemy Japanese Language School;http://hajl.athuman.com/
Humboldt-Universität zu Berlin;http://www.hu-berlin.de
Hunan University;http://www.hnu.cn
IAE Business School;https://www.iae.edu.ar/
IBM de Colombia S.A.;https://www.ibm.com/co-es/
ICEF;https://www.icef.com/
ICETEX;http://www.icetex.gov.co/
ICN Business School;http://www.icn-groupe.fr/
idp connect;https://www.idp-connect.com/
IE Business School (Instituto de Empresa);http://www.ie.edu/
IE Universidad;http://www.ie.edu/universidad/
IE Universidad - Madrid;http://www.ie.edu/es/universidad/acerca-de/campus-de-madrid/
IE Universidad - Segovia;
IEP International Education Programs;https://iepabroad.org.com
IFSA Butler;https://www.ifsa-butler.org/
IHE Delft Institute for Water Education;https://www.un-ihe.org/
IJ International Legal Group S.A.;
IK Multimedia US, LLC;https://www.ikmultimedia.com/contact-us/
ILAS - Istituto Superiore di Comunicazione;https://www.ilas.com/
Illinois Institute of Technology;http://www.iit.edu/
Imperial College London;http://www.ic.ac.uk
IMT Atlantique;http://www.imt-atlantique.fr/
Indian Institute of Management Ahmedabad (IIM Ahmedabad);https://www.iima.ac.in/web/iima
Indian Institute of Management Calcutta (IIMC);http://www.iimcal.ac.in/
Indian Institute of Science (IISc);http://www.iisc.ernet.in/
Indian Institute of Technology Bombay (IIT Bombay);http://www.iitb.ac.in/
Indian Institute of Technology Delhi (IIT Delhi);http://www.iitd.ac.in/
Indian Institute of Technology Guwahati (IIT Guwahati);http://www.iitg.ernet.in/
Indian Institute of Technology Kanpur (IIT Kanpur);http://www.iitk.ac.in/
Indian Institute of Technology Kharagpur (IIT Kharagpur);http://www.iitkgp.ac.in/
Indian Institute of Technology Madras (IIT Madras);http://www.iitm.ac.in/
Indian Institute of Technology Roorkee (IIT Roorkee);http://www.iitr.ac.in/
Indiana State University;http://www.indstate.edu
Indiana University - Purdue University at Indianapolis (IUPUI);http://www.iupui.edu/
Indiana University Bloomington;http://www.iub.edu/
Indiana University of Pennsylvania;http://www.iup.edu/
Indo European;http://www.indoeuropean.in/
Inea Corporation;http://www.ineacorporation.com/?page_id=14869&lang=es
Inha University;http://www.inha.ac.kr/
Innahealth S.A.S;http://www.innahealth.com.co/index.php/en/
Innovate UK;https://www.gov.uk/government/organisations/innovate-uk
iNNpulsa Colombia;https://innpulsacolombia.com/
Insper - Instituto de Ensino e Pesquisa;http://www.insper.edu.br/
Institución Universitaria Bellas Artes y Ciencias de Bolívar UNIBAC;http://www.unibac.edu.co/
Institut Català de Nanociència i Nanotecnologia;
Institut catholique d'arts et métier Vendée;https://www.icam.fr/nos-campus/icam-vendee/
Institut Catholique d'Arts et Metiers de Toulouse;http://icam.groupe-icam.fr/page-icam_toulouse.html
Institut Catholique de Paris;http://www.icp.fr
Institut Catholique de Toulouse;http://www.ict-toulouse.asso.fr/
Institut d'Administration des Entreprises de Paris;http://iae.univ-paris1.fr/
Institut d'Etudes Politiques d'Aix-En-Provence;http://www.iep-aix.fr/
Institut d'Etudes Politiques de Paris;http://www.sciences-po.fr/
Institut d'Etudes Politiques de Paris - Campus Paris;http://www.sciencespo.fr/college/en/campus/paris
Institut d'Etudes Politiques de Paris - Campus Reims;http://www.sciencespo.fr/college/en/campus/reims
Institut de hautes études internationales et du développement;https://graduateinstitute.ch/
Institut de hautes études internationales et du développement (Sede Chile);https://www.ashoka.org/es-cl/partner/graduate-institute-international-and-development-studies
Institut de recherche pour le dévelopment (IRD);https://es.ird.fr/
Institut des Hautes Etudes Economiques et Commerciales (INSEEC) Paris;https://grandeecole.inseec.com/fr/
Institut für die Wissenschaften vom Menschen;https://www.iwm.at/index.php/contact
Institut Mines-Télécom;https://www.imt.fr/
Institut national de la recherche scientifique;http://www.inrs.uquebec.ca
Institut National de Physique Nucléaire et de Physique des Particules;
Institut National des Sciences Appliquées Centre Val de Loire – INSA Centre Val de Loire;http://www.insa-centrevaldeloire.fr/
Institut National des Sciences Appliquées de Lyon;http://www.insa-lyon.fr/
Institut National des Sciences Appliquees de Rennes;http://www.insa-rennes.fr/
Institut National des Sciences Appliquees de Rouen;http://www.insa-rouen.fr
Institut National des Sciences Appliquees de Strasbourg;http://www.insa-strasbourg.fr/en/
Institut National des Sciences Appliquees de Toulouse;http://www.insa-toulouse.fr
Institut National Polytechnique de Toulouse;http://www.inp-toulouse.fr/
Institut Pertanian Bogor - Bogor Agricultural University;http://www.ipb.ac.id
Institut Polytechnique de Bordeaux;http://www.ipb.fr/
Institut Polytechnique de Paris- ENSTA Paris;https://www.ensta-paris.fr
Institut Polytechnique des Sciences Avancées;https://www.ipsa.fr/en/engineering-school/aeronautical-space
Institut Supérieur d'Agriculture de Lille;https://www.isa-lille.com/
Institut Supérieur de l'Electronique et du Numérique - Brest : ISEN-Brest;http://www.isen.fr/
Institut Supérieur de l'Electronique et du Numérique - Toulon : ISEN-Toulon;http://www.isen.fr/
Institut supérieur des techniques de la performance;
Institut Teknologi Bandung;http://www.itb.ac.id/
Institute for New Economic Thinking;https://www.ineteconomics.org/
Institute of Chemical Research of Catalonia;
Institute of International Education;http://www.iie.org/
Institute of Photonic Sciences;
Instituto Amazónico de Investigaciones Cientificas (SINCHI);http://www.sinchi.org.co/
Instituto Brasileiro de Mercado de Capitais (IBMEC);http://www.ibmecrj.br
Instituto Colombiano del Sistema Nervioso, Clínica Monserrat;http://www.clinicamontserrat.com.co/web/
Instituto Colombo-Alemán Para la Paz;https://www.instituto-capaz.org/
Instituto de Ciencia Política Hernán Echavarría Olózaga;http://www.icpcolombia.org/
Instituto de Educación Superior de Profesionales de la Salud;http://www.ieproes.edu.sv/
Instituto de Estudios Superiores de Adeministracion (IESA);http://www.iesa.edu.ve
Instituto de Evaluación Tecnológica en Salud (IETS);https://www.iets.org.co/
Instituto de Iberoamérica;https://iberoame.usal.es/contacto/
Instituto de Investigacion de Recursos Biologicos Alexander Von Humboldt;http://www.humboldt.org.co/
Instituto de Investigaciones Marinas y Costeras Jose Benito Vives de Andreis (INVEMAR);http://www.invemar.org.co/
Instituto Departamental de Bellas Artes;http://www.bellasartes.edu.co/
Instituto Distrital de las Artes - IDARTES;https://www.idartes.gov.co/es
Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais;
Instituto Latinoamericano de Investigación en Artes (ILIA);http://www.uartes.edu.ec/investigacion/
Instituto Mauá de Tecnologia;https://maua.br/
Instituto Metropolitano de Planeación (IMEPLAN) Guadalajara;http://imeplan.mx/en/home
Instituto Nacional de Metrología;
Instituto Nacional de Salud;http://www.ins.gov.co/
Instituto Nacional de Salud Pública de México;https://www.insp.mx/
Instituto Nacional Penitenciario y Carcelario (INPEC);http://www.inpec.gov.co/
Instituto para el Desarrollo Económico y Social-IDES;http://ides.org.ar/
Instituto Politécnico Nacional;http://www.ipn.mx/
Instituto Smithsonian de Investigaciones Tropicales;http://www.stri.si.edu/
Instituto Superior de Administração e Gestão;http://www.isag.pt
Instituto Superior de Artes de la Habana (ISA);http://www.isa.cult.cu/
Instituto Superior de Bolsa Inversión y Finanzas;https://www.isbif.es
Instituto Superior Minero Metalúrgico de Moa Dr. Antonio Núñez Jiménez;
Instituto Tecnológico Autónomo de México;http://www.itam.mx
Instituto Tecnológico de Aguascalientes;https://aguascalientes.tecnm.mx/
Instituto Tecnológico de Buenos Aires;http://www.itba.edu.ar
Instituto Tecnológico de Cuautla;http://www.itcuautla.edu.mx/
Instituto Tecnológico de Saltillo;http://www.its.mx/
Instituto Tecnológico de Santo Domingo;http://www.intec.edu.do/
Instituto Tecnológico Metropolitano;
Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);http://www.itesm.mx
Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara;http://www.gda.itesm.mx/
Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Mexico-City;http://www.ccm.itesm.mx/
Instituto Universitario de Ciencias de la Salud - Fundación H. A. Barceló;http://www.barcelo.edu.ar
Integral World Education Fair;https://www.iwef.eu/
Inter-American Development Bank;https://www.iadb.org/en
International Burch University;http://www.ibu.edu.ba/
International Business School Americas;https://ibs-americas.com/en/
International Council of Museums–Committee of Conservation;https://www.icom-cc.org/
International Crisis Group;https://www.crisisgroup.org/
International Exchage Erasmus Student Network;
International Monetary Fund;https://www.imf.org/external/np/exr/contacts/contacts.aspx
International Psychoanalytic University Berlin;https://www.ipu-berlin.de/
International School of Management;https://www.ism.de/
International Student Exchange Program;https://www.iseusa.org/
International Studies Abroad;https://cp.studiesabroad.com/about
International University & Colleges;https://newinti.edu.my/
International University College of Turin;http://www.iuctorino.it/
Internet Society Colombia Chapter;
Intralytix, Inc.;
Iowa State University of Science and Technology;http://www.iastate.edu/
IPU New Zealand Tertiary Institute;
ISA conexiones que inspiran ;
ISAGEN Productive Energy;https://www.isagen.com.co/SitioWeb/en/contact-us
ISCTE IUL - Instituto Universitário de Lisboa;http://www.iscte.pt
ISEP École d’ingénieurs du numérique;http://www.isep.fr
Isfahan University of Technology;http://www.iut.ac.ir/
Istanbul Aydin University;http://aydin.edu.tr/
Istanbul Ayvansaray University;https://www.ayvansaray.edu.tr/en-US
Istanbul Esenyurt Üniversitesi;https://www.esenyurt.edu.tr
Istanbul Üniversitesi;http://www.istanbul.edu.tr
Istituto Europeo di Design;http://www.ied.edu/
Istituto Europeo di Design, Madrid;http://iedmadrid.com/
Istituto Marangoni;https://www.istitutomarangoni.com/en/
Istituto Superiore di Sanita;http://www.iss.it/
Istom - Ecole Supérieure D'agro-Développement International;https://www.istom.fr/
Itä-Suomen yliopisto;http://www.uef.fi/
Itaú CorpBanca Colombia SA - itau.co;
Iwate University;http://www.iwate-u.ac.jp
Jacobs University Bremen;http://www.jacobs-university.de
Jadavpur University;http://www.jadavpur.edu/
James Cook University;http://www.jcu.edu.au
Jardín Botánico José Celestino Mutis;http://www.jbb.gov.co/
Jeonbuk National University;http://www.cbnu.edu/eng/
Jiangsu University;http://www.ujs.edu.cn/
Jichi Medical University;https://www.jichi.ac.jp/
Jihoceská Univerzita v Ceskych Budejovicich;http://www.jcu.cz
Jilin University (JLU);http://en.jlu.edu.cn/
Jinan University;http://www.jnu.edu.cn/
Joensuun Tiedepuisto;https://www.tiedepuisto.fi/?id=189&lang_id=1
Johann Wolfgang Goethe Universität;http://www.uni-frankfurt.de
Johannes Gutenberg-Universität Mainz;http://www.uni-mainz.de
Johannes Kepler Universität Linz;http://www.jku.at
John Tyler Community College;https://jtcc.edu/
Johns Hopkins University;http://www.jhu.edu/
Jönköping University;http://www.hj.se
Jordan University of Science and Technology (JUST);http://www.just.edu.jo
Julius-Maximilians-Universität Würzburg;http://www.uni-wuerzburg.de
Juntendo University;https://www.juntendo.ac.jp/
Justus-Liebig-Universität Giessen;http://www.uni-giessen.de
Jyväskylän Yliopisto;http://www.jyu.fi
Kagoshima University;http://www.kagoshima-u.ac.jp
Kalaidos University of Applied Sciences Switzerland;
Kanazawa University;http://www.kanazawa-u.ac.jp/
Kansai University;http://www.kansai-u.ac.jp
Kansas State University;http://www.k-state.edu/
Karl-Franzens-Universität Graz;http://www.uni-graz.at
Karlsruher Institut für Technologie;http://www.kit.edu/
Karolinska Institutet;http://www.ki.se
Kasetsart University;http://www.ku.ac.th
Kassani;http://www.kassani.com/
Katholische Universität Eichstätt-Ingolstadt;http://www.ku-eichstaett.de
Kazan Federal University;http://kpfu.ru/
KEDGE Business School;http://www.kedgebs.com/fr
KEDGE Business School - Bordeaux;
KEDGE Business School - Marseille;
Keele University;http://www.keele.ac.uk
Keio University;http://www.keio.ac.jp
Keio University - Keio Business School;http://www.kbs.keio.ac.jp
Kennesaw State University;http://www.kennesaw.edu
Kent State University;http://www.kent.edu
Kenyon College;https://www.kenyon.edu/
Khalifa University of Science, Technology and Research (KUSTAR);http://www.kustar.ac.ae/
Khon Kaen University;http://www.kku.ac.th
Kindai University;http://www.kindai.ac.jp
King Abdulaziz University;http://www.kau.edu.sa/
King Abdullah University of Science and Technology;http://www.kaust.edu.sa/
King Fahd University of Petroleum and Minerals;http://www.kfupm.edu.sa
King Mongkut's Institute of Technology Ladkrabang;http://www.kmitl.ac.th/
King Saud University;http://www.ksu.edu.sa
King's College London;http://www.kcl.ac.uk
Kingston University;http://www.kingston.ac.uk
Kiosk Estudios en el Exterior;https://kiosk.com.co/
Knovva Academy;https://knovva.com/
Kobe University;http://www.kobe-u.ac.jp
Koc University;http://www.ku.edu.tr
Kochi University;http://www.kochi-u.ac.jp/
Konkuk University;http://www.konkuk.ac.kr
Konstfack;http://www.konstfack.se
Korea Advanced Institute of Science and Technology;http://www.kaist.ac.kr/
Korea Institute for Advancement of Technology ;https://www.kiat.or.kr/site/engnew/index.jsp
Korea University;http://www.korea.edu/
Københavns Universitet;http://www.ku.dk
KU Leuven;http://www.kuleuven.be
Kühne Logistics University;http://www.the-klu.org/
Kumamoto University;http://www.kumamoto-u.ac.jp
Kungliga Tekniska högskolan (KTH);http://www.kth.se
Kuwait University;http://www.kuniv.edu.kw/
Kwansei Gakuin University;http://www.kwansei.ac.jp
Kyoto University;http://www.kyoto-u.ac.jp
Kyung Hee University;http://www.kyunghee.edu/
Kyungpook National University;http://www.knu.ac.kr
Kyushu University;http://www.kyushu-u.ac.jp
L'Ecole de Design Nantes Atlantique;http://www.lecolededesign.com/
L’Institut Supérieur des Biotechnologies de Paris;https://www.supbiotech.fr/ecole-ingenieurs-biotechnologies/presentation
La Mar Media Lab S.A.S;
La Trobe University;http://www.latrobe.edu.au
LABORATOIRE GÉNIE CIVIL ET GÉO ENVIRONNEMENT;https://www.lgcge.fr/
Laboratorios Probiol ;http://www.laboratoriosprobiol.com/
Lahore University of Management Sciences;http://www.lums.edu.pk/
LAMAT International Education;http://lamatmexico.org/
Lancaster University;http://www.lancaster.ac.uk
Landbúnaðarháskóli Íslands;http://www.lbhi.is
Lateinamerika Institut-Freie Universität Berlin;https://www.lai.fu-berlin.de/en/index.html
Latin American New Zealand Business Council;http://lanzbc.co.nz/
Laureate International Universities;
Laurentian University;http://www.laurentian.ca
Lebanese American University;http://www.lau.edu.lb/
Leeds Beckett University;https://www.leedsbeckett.ac.uk/
Lehigh University;http://www.lehigh.edu
Leibniz-Institut für Globale und Regionale Studien;https://www.giga-hamburg.de/
Leibniz-Institute for Vegetable and Ornamental Crops;https://www.igzev.de
Leibniz-Institute für Agrartechnik Potsdam-Bornim e.V.;https://www.atb-potsdam.de/institut/ueber-uns/start.html
Lenoir-Rhyne University;http://www.lr.edu
Leopold-Franzens-Universität Innsbruck;http://www.uibk.ac.at
Lewis and Clark College;http://www.lclark.edu/
Libera Università Internazionale degli Studi Sociali (LUISS) 'Guido Carli';http://www.luiss.it
Liberty University ;https://www.liberty.edu/
Liceo Fránces Louis Pasteur;http://www.lfbogota.com/es/
Lincoln University;http://www.lincoln.ac.nz
Lindau Nobel Laureate;https://www.lindau-nobel.org/
Linköpings universitet;http://www.liu.se
Linnéuniversitetet;http://lnu.se
Liverpool John Moores University;http://www.livjm.ac.uk
Liverpool School of Tropical Medicine;https://www.lstmed.ac.uk/
Lomonosov Moscow State University (MSU);http://www.msu.ru
London Business School, University of London;http://www.london.edu
London College of Communication;http://www.arts.ac.uk/lcc/
London Metropolitan University;http://www.londonmet.ac.uk
London School of Hygiene & Tropical Medicine;http://www.lshtm.ac.uk/
London South Bank University;http://www.lsbu.ac.uk
Lorraine INP;http://www.lorraine-inp.fr/
Loughborough University;http://www.lboro.ac.uk
Louisiana State University (LSU);http://www.lsu.edu/
Loyola University Chicago;http://www.luc.edu/
Ludwig-Maximilians-Universität München;http://www.lmu.de
Lunds universitet;http://www.lu.se/
Lviv Polytechnic National University;http://www.lp.edu.ua/
Maastricht University;http://www.maastrichtuniversity.nl/
Maastricht University - School of Business and Economics;https://www.maastrichtuniversity.nl/about-um/faculties/school-business-and-economics
Macquarie University;http://www.mq.edu.au
Madrid Institute of Contextual Psichology S.L.P (MICPSY);
Maharaja Sayajirao University of Baroda;http://www.msubaroda.ac.in/
Mahidol University;http://www.mahidol.ac.th/
Makerere University;http://mak.ac.ug/welcome
Malmö universitet;https://mau.se/
Management & Science University (MSU);http://www.msu.edu.my/
Management Consultants Associates Ltda.;
Management Development Institute;http://www.mdi.ac.in
Manchester Metropolitan University;http://www.mmu.ac.uk
Manhattan Institute of Management;https://www.mimusa.edu/
Manipal Academy of Higher Education;http://www.manipal.edu
Mansoura University;http://www.mans.eun.eg
Margaret Mcnamara Memorial Fund;http://www.mmmf-grants.org/home/
Marist College;http://www.marist.edu/
Maritime Anti-Corruption Network;https://macn.dk/
Marmara Üniversitesi;http://www.marmara.edu.tr
Martin-Luther-Universität Halle-Wittenberg;http://www.uni-halle.de
Massachusetts Institute of Technology;http://mit.edu/
Massey University;http://www.massey.ac.nz
Max Planck Gesellschaft;
Maynooth University;http://www.maynoothuniversity.ie
Mayo Medical School (Mayo Clinic College of Medicine);http://www.mayo.edu/mms
MCA Business School;https://mcabschool.com/
McDANIEL COLLEGE;
McGill University;http://www.mcgill.ca
MCI - Management Center Innsbruck;http://www.mci.edu
McMaster University;http://www.mcmaster.ca
Medical College of Georgia;http://www.mcg.edu
Medical College of Wisconsin;http://www.mcw.edu
Medical University of South Carolina;http://www.musc.edu
Medizinische Hochschule Hannover;http://www.mh-hannover.de
Medizinische Universität Graz;http://www.meduni-graz.at
Medizinische Universität Wien;http://www.meduniwien.ac.at
Meiji University;http://www.meiji.ac.jp
Memorial University of Newfoundland;http://www.mun.ca
Michael Galipeau Consulting;http://www.asapnys.org/member/galipeau-michael/
Michigan State University;http://www.msu.edu/
Middle Tennessee State University;http://www.mtsu.edu
Middlebury College;http://www.middlebury.edu/
Middlesex University;http://www.mdx.ac.uk
Mie University;http://www.mie-u.ac.jp
Ming Chuan University;http://www.mcu.edu.tw
Ministerio de Ciencia Tecnología e Innovación;https://minciencias.gov.co/
Ministerio de Cultura;http://www.mincultura.gov.co/
Ministerio de Defensa;https://www.mindefensa.gov.co/
Ministerio de Defensa Nacional- Ejército Nacional;https://www.mindefensa.gov.co/
Ministerio de Educación del Perú;http://www.minedu.gob.pe/
Ministerio de Minas y Energía;https://www.minenergia.gov.co/
Ministerio de Relaciones Exteriores;http://www.cancilleria.gov.co/
Ministerio de Relaciones Exteriores, Chile;
