Start period,Rank,Relation: ID,Stay opportunity,Status selection,Stay: ID,Institution,Stay: GPA outgoing
Second Semester 2022,1,1503,Exchange Student-Fundación ESADE-Law School-Universidad Ramón Llull-School of Law - Outgoing,Rejected,18884,Universitat Ramon Llull,"4,36"
Second Semester 2022,2,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Selected,18884,University College London,"4,36"
First Semester 2019,1,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,3482,Maastricht University,"3,92"
First Semester 2019,2,538,Exchange Student-Universität Mannheim-School of Management-Outgoing,Rejected,3482,Universität Mannheim,"3,92"
First Semester 2019,3,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Rejected,3482,Universidade Nova de Lisboa,"3,92"
First Semester 2019,1,887,Exchange Student-Copenhagen Business School- School of Management-Outgoing,Selected,3482,Handelshøjskolen i København,"3,92"
First Semester 2019,2,32,Exchange Student Undergraduate-BI Handelshøyskolen-School of Management-Outgoing,Rejected,3482,BI Handelshøyskolen,"3,92"
First Semester 2019,3,71,Exchange Student Undergraduate-Frankfurt School of Finance & Management-School of Management-Outgoing,Rejected,3482,Frankfurt School of Finance & Management,"3,92"
Inter-semester 2018,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Pending,2813,Cornell University,"4,45"
Second Semester 2019,1,1266,"Exchange Student - Wesleyan University - Schools: Social Sciences, Arts & Humanities - Outgoing",Pending,8136,"Wesleyan University, Middletown",
Second Semester 2021,1,1392,Exchange Student-Universidad Nacional Autónoma de México UNAM-Universidad de los Andes-Outgoing,Selected,11575,Universidad Nacional Autónoma de México,"4,47"
Second Semester 2020,2,1277,CINDA-Universidad de los Andes-Outgoing,Rejected,11575,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"4,47"
Second Semester 2022,1,3350,Exchange Student-Instituto Tecnológico de Estudios Superiores de Monterrey-School of Management-Outgoing,Selected,18817,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"3,96"
Second Semester 2022,2,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,18817,Universitat Ramon Llull,"3,96"
Second Semester 2022,1,156,Exchange Student-Politecnico di Milano-Department of Design-Outgoing,Rejected,18677,Politecnico di Milano,"4,26"
Second Semester 2022,2,1257,Exchange Student-Tulane University-Universidad de los Andes,Selected,18677,Tulane University,"4,26"
Second Semester 2022,3,1759,Exchange Student-Chung-Ang University-Universidad de los Andes - Outgoing,Rejected,18677,Chung-Ang University,"4,26"
Second Semester 2021,1,159,Exchange Student-Politecnico di Milano-School of Engineering-Outgoing,Rejected,15213,Politecnico di Milano,"4,11"
Second Semester 2021,2,395,Exchange Student-University of Bristol-Universidad de los Andes-Outgoing,Rejected,15213,University of Bristol,"4,11"
Second Semester 2021,3,1245,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Civil Engineering-Outgoing,Selected,15213,Universidade de Lisboa,"4,11"
Second Semester 2019,1,184,Exchange Student Undergraduate-Pontificia Universidade Católica do Rio Grande do Sul (PUCRS)-Universidad de los Andes-Outgoing,Selected,7570,Pontificia Universidade Católica do Rio Grande do Sul (PUCRS),"4,10"
Second Semester 2019,2,692,Exchange Student-Universidade Federal do Rio Grande do Sul-Universidad de los Andes-Outgoing,Rejected,7570,Universidade Federal do Rio Grande do Sul (UFRGS),"4,10"
Second Semester 2019,3,688,Exchange Student-Universidade Federal de Santa Catarina-Universidad de los Andes-Outgoing,Rejected,7570,Universidade Federal de Santa Catarina,"4,10"
Second Semester 2020,1,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,11948,Kungliga Tekniska högskolan (KTH),"3,62"
Second Semester 2020,2,445,BORRAR-Exchange Student-University of Ottawa-Universidad de los Andes-Outgoing,Selected,11948,University of Ottawa,"3,62"
Second Semester 2020,3,1381,Exchange Student-University of New South Wales-Universidad de los Andes-Outgoing,Rejected,11948,University of New South Wales,"3,62"
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14771,Justus-Liebig-Universität Giessen,"3,70"
First Semester 2019,1,145,Exchange Student-Nanzan University-Universidad de los Andes-Outgoing,Cancelled,6250,Nanzan University,"4,26"
Second Semester 2021,1,145,Exchange Student-Nanzan University-Universidad de los Andes-Outgoing,Rejected,15120,Nanzan University,"4,22"
Second Semester 2019,1,1893,Exchange Student-Líderes del mañana-TEC CUERNAVACA-Universidad de los Andes-Outgoing,Selected,10361,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"4,34"
Second Semester 2022,1,156,Exchange Student-Politecnico di Milano-Department of Design-Outgoing,Rejected,18446,Politecnico di Milano,"4,42"
Second Semester 2022,2,3064,Exchange student-Aalto-Yliopisto University-School of Architecture and Design-Outgoing,Selected,18446,Aalto-yliopisto,"4,42"
Second Semester 2022,3,188,Exchange Student-Purdue University-Universidad de los Andes-Outgoing,Rejected,18446,Purdue University,"4,42"
Second Semester 2020,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Selected,11683,University College London,"4,49"
Second Semester 2020,2,1503,Exchange Student-Fundación ESADE-Law School-Universidad Ramón Llull-School of Law - Outgoing,Rejected,11683,Universitat Ramon Llull,"4,49"
Second Semester 2020,3,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Rejected,11683,Københavns Universitet,"4,49"
Second Semester 2018,1,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,2441,Maastricht University,"3,79"
Second Semester 2018,2,736,Exchange Student-Universität St. Gallen-School of Economics-Outgoing,Rejected,2441,Universität St. Gallen,"3,79"
Second Semester 2018,3,71,Exchange Student Undergraduate-Frankfurt School of Finance & Management-School of Management-Outgoing,Selected,2441,Frankfurt School of Finance & Management,"3,79"
First Semester 2019,1,688,Exchange Student-Universidade Federal de Santa Catarina-Universidad de los Andes-Outgoing,Selected,3456,Universidade Federal de Santa Catarina,"4,22"
First Semester 2019,2,262,Exchange Student-Universidad de Monterrey-Universidad de los Andes-Outgoing,Rejected,3456,Universidad de Monterrey,"4,22"
First Semester 2019,3,328,BORRAR-Exchange Student-Universidade Federal da Bahia (UFBA)-Universidad de los Andes-Outgoing,Rejected,3456,Universidade Federal da Bahia (UFBA),"4,22"
Summer School 2018,1,1273,Summer camp - Insituto Confucio -  Nankai University - Outgoing,Selected,2752,Nankai University,
Second Semester 2021,1,1024,Exchange Student-Technische Universiteit Eindhoven-Department of Industrial Engineering-Outgoing,Rejected,15210,Technische Universiteit Eindhoven,"4,06"
Second Semester 2021,2,754,Exchange Student Undergraduate-Saint-Petersburg State Polytechnic University-School of Engineering-Outgoing,Rejected,15210,Peter the Great St. Petersburg Polytechnic University,"4,06"
Second Semester 2021,3,207,Exchange Student-Technische Universität München-Universidad de los Andes-Outgoing,Selected,15210,Technische Universität München (TUM),"4,06"
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14750,Justus-Liebig-Universität Giessen,"4,06"
First Semester 2020,2,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Pending,14750,Justus-Liebig-Universität Giessen,"4,06"
Second Semester 2021,1,834,"Exchange Student-Queen Mary University of London-Humanities and Literature Department, Languages and Socio-Cultural Studies Department-Outgoing",Selected,15267,University of London,"4,15"
Second Semester 2021,2,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,15267,University College London,"4,15"
Second Semester 2021,3,503,Exchange Student-Eberhard Karls Universität Tübingen-Universidad de los Andes-Outgoing,Rejected,15267,Eberhard Karls Universität Tübingen,"4,15"
First Semester 2019,1,948,Exchange Student-University of Oklahoma-Universidad de los Andes-Outgoing,Pending,3550,University of Oklahoma,"3,90"
First Semester 2019,2,188,Exchange Student-Purdue University-Universidad de los Andes-Outgoing,Pending,3550,Purdue University,"3,90"
First Semester 2019,3,453,Exchange Student-University of Regina-Universidad de los Andes-Outgoing,Pending,3550,University of Regina,"3,90"
Second Semester 2018,1,997,Exchange Student-Tilburg University-School of Management-Outgoing,Pending,2437,Tilburg University,"3,94"
Second Semester 2018,2,1014,Exchange Student-Erasmus Universiteit Rotterdam-School of Economics-Outgoing,Pending,2437,Erasmus Universiteit Rotterdam,"3,94"
Second Semester 2018,3,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Pending,2437,Københavns Universitet,"3,94"
Second Semester 2021,1,267,Exchange Student-Universidad de Salamanca-Universidad de los Andes-Outgoing,Rejected,15190,Universidad de Salamanca,"3,84"
Second Semester 2021,2,2488,CINDA-Universidad de Málaga-Uniandes de los Andes-Outgoing,Rejected,15190,Universidad de Málaga,"3,84"
Second Semester 2021,3,188,Exchange Student-Purdue University-Universidad de los Andes-Outgoing,Rejected,15190,Purdue University,"3,84"
Second Semester 2021,1,911,Exchange Student-IE University SEGOVIA-Psychology Department-Outgoing,Selected,15190,IE Universidad,"3,84"
Second Semester 2021,2,262,Exchange Student-Universidad de Monterrey-Universidad de los Andes-Outgoing,Rejected,15190,Universidad de Monterrey,"3,84"
Second Semester 2021,3,948,Exchange Student-University of Oklahoma-Universidad de los Andes-Outgoing,Rejected,15190,University of Oklahoma,"3,84"
Inter-semester 2018,1,1023,SURF-Purdue University-Universidad de los Andes-Outgoing,Pending,2637,Purdue University,"3,76"
Inter-semester 2018,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Pending,2694,Cornell University,"3,78"
Inter-semester 2018,2,1106,SURF-University of Washington-Universidad de los Andes-Outgoing,Pending,2694,University of Washington,"3,78"
Second Semester 2019,1,199,Exchange Student-Seoul National University-Universidad de los Andes-Outgoing,Pending,7752,Seoul National University,"4,12"
Second Semester 2019,2,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Pending,7752,Universidade Nova de Lisboa,"4,12"
Second Semester 2019,3,1381,Exchange Student-University of New South Wales-Universidad de los Andes-Outgoing,Pending,7752,University of New South Wales,"4,12"
First Semester 2020,1,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Selected,8657,Universitat Ramon Llull,"4,26"
First Semester 2020,2,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Rejected,8657,Universidade Nova de Lisboa,"4,26"
First Semester 2020,3,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,8657,Maastricht University,"4,26"
First Semester 2019,1,1004,SMILE Exchange-Universidad Politécnica de Madrid-ETSII-Industrial Egineering-Chemical Engineering-Outgoing,Selected,3586,Universidad Politécnica de Madrid,"3,92"
First Semester 2019,2,1243,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Industrial Engineering-Outgoing,Rejected,3586,Universidade Técnica de Lisboa,"3,92"
First Semester 2019,3,1024,Exchange Student-Technische Universiteit Eindhoven-Department of Industrial Engineering-Outgoing,Rejected,3586,Technische Universiteit Eindhoven,"3,92"
First Semester 2020,1,921,Exchange Student-Universitat Pompeu Fabra-School of Law-Outgoing,Rejected,8485,Universitat Pompeu Fabra,"3,81"
First Semester 2020,2,319,Exchange Student-Universidade Católica Portuguesa-School of Law-Outgoing,Cancelled,8485,Universidade Católica Portuguesa,"3,81"
First Semester 2020,3,1503,Exchange Student-Fundación ESADE-Law School-Universidad Ramón Llull-School of Law - Outgoing,Rejected,8485,Universitat Ramon Llull,"3,81"
Second Semester 2020,1,84,Exchange Student-Helsingin Yliopisto-Universidad de los Andes-Outgoing,Rejected,11862,Helsingin Yliopisto,"3,81"
Second Semester 2020,2,1475,Exchange Student-Universität St. Gallen-School of Law-Outgoing,Selected,11862,Universität St. Gallen,"3,81"
Second Semester 2020,3,1503,Exchange Student-Fundación ESADE-Law School-Universidad Ramón Llull-School of Law - Outgoing,Rejected,11862,Universitat Ramon Llull,"3,81"
First Semester 2022,1,403,Exchange Student-University of Essex-Universidad de los Andes-Outgoing,Rejected,16498,University of Essex,"4,27"
First Semester 2022,2,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Rejected,16498,McGill University,"4,27"
First Semester 2022,3,948,Exchange Student-University of Oklahoma-Universidad de los Andes-Outgoing,Rejected,16498,University of Oklahoma,"4,27"
Second Semester 2020,1,199,Exchange Student-Seoul National University-Universidad de los Andes-Outgoing,Rejected,11570,Seoul National University,"4,25"
Second Semester 2019,1,510,Exchange Student-EBS Law School-School of Law- Outgoing,Selected,11570,EBS Universität für Wirtschaft und Recht,"4,25"
Second Semester 2019,2,544,Exchange Student Undergraduate-Universität Mannheim-School of Law-Outgoing,Rejected,11570,Universität Mannheim,"4,25"
First Semester 2019,1,145,Exchange Student-Nanzan University-Universidad de los Andes-Outgoing,Cancelled,6258,Nanzan University,"4,41"
First Semester 2020,1,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Pending,8677,McGill University,"4,31"
First Semester 2020,2,1091,Exchange Student-University of Groningen-School of Economics-Outgoing,Pending,8677,Rijksuniversiteit Groningen,"4,31"
First Semester 2020,1,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Pending,8677,McGill University,"4,31"
Second Semester 2019,1,1016,Exchange Student-Universität Mannheim-School of Economics-Outgoing,Selected,7640,Universität Mannheim,"4,17"
Second Semester 2019,2,652,"Exchange Student-University of Technology, Sydney-Universidad de los Andes-Outgoing",Rejected,7640,University of Technology Sydney,"4,17"
Second Semester 2018,1,1277,CINDA-Universidad de los Andes-Outgoing,Pending,2877,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"4,06"
Second Semester 2019,1,1392,Exchange Student-Universidad Nacional Autónoma de México UNAM-Universidad de los Andes-Outgoing,Selected,8213,Universidad Nacional Autónoma de México,"4,08"
First Semester 2021,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Pending,13442,University College London,"4,13"
Inter-semester 2018,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Pending,2759,Cornell University,"3,64"
Second Semester 2022,1,3558,Double Degree-Politecnico di Milano-Biomedical Engineering-School of Engineering-Outgoing,Selected,17333,Politecnico di Milano,"4,55"
Second Semester 2022,2,2920,Double Degree-Ecole Central Nantes-Digital Sciences for Life Sciences and Healthcare-School of Engineering-Outgoing,Rejected,17333,Ecole Centrale Nantes,"4,55"
Second Semester 2021,1,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Rejected,15070,University of Melbourne,"4,36"
Second Semester 2021,2,1007,SMILE Exchange-Universidad Politécnica de Madrid-ETSI-Biomedical Engineering-Electronic Engineering-Electrical Engineering-Outgoing,Selected,15070,Universidad Politécnica de Madrid,"4,36"
Second Semester 2021,3,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,15070,Kungliga Tekniska högskolan (KTH),"4,36"
First Semester 2020,1,1430,Exchange Student-McGill University-School of Management-Outgoing,Rejected,8513,McGill University,"3,84"
First Semester 2020,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,8513,Universidad Carlos III de Madrid,"3,84"
First Semester 2020,3,1392,Exchange Student-Universidad Nacional Autónoma de México UNAM-Universidad de los Andes-Outgoing,Cancelled,8513,Universidad Nacional Autónoma de México,"3,84"
First Semester 2020,1,1353,Exchange Student-The University of Auckland-Universidad de los Andes -Outgoing,Rejected,8513,The University of Auckland,"3,84"
First Semester 2020,2,413,Exchange Student-University of Melbourne-School of Management-Outgoing,Rejected,8513,University of Melbourne,"3,84"
First Semester 2020,3,538,Exchange Student-Universität Mannheim-School of Management-Outgoing,Rejected,8513,Universität Mannheim,"3,84"
Second Semester 2019,1,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Pending,7624,Universidad Carlos III de Madrid,"4,14"
Second Semester 2019,2,274,Exchange Student-Universidad de Santiago de Compostela-Universidad de los Andes-Outgoing,Pending,7624,Universidad de Santiago de Compostela,"4,14"
Second Semester 2022,1,3350,Exchange Student-Instituto Tecnológico de Estudios Superiores de Monterrey-School of Management-Outgoing,Pending,19128,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"3,92"
Second Semester 2022,2,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Pending,19128,Universitat Ramon Llull,"3,92"
First Semester 2020,1,1257,Exchange Student-Tulane University-Universidad de los Andes,Pending,8553,Tulane University,"3,49"
First Semester 2020,2,953,Exchange Student-University of San Diego-School of Management-Outgoing,Pending,8553,University of San Diego,"3,49"
First Semester 2020,3,652,"Exchange Student-University of Technology, Sydney-Universidad de los Andes-Outgoing",Pending,8553,University of Technology Sydney,"3,49"
First Semester 2022,1,2432,CINDA-Universitat Politècnica de Catalunya-Uniandes de los Andes-Outgoing,Rejected,16286,Universitat Politècnica de Catalunya,"4,18"
First Semester 2022,2,1818,SMILE-Exchange Student Undergraduate-Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-Department of Systems and Computing Engineering-Outgoing,Selected,16286,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"4,18"
First Semester 2022,3,1011,SMILE Exchange-Universidad Politécnica de Madrid-ETSI-Systems and Computing Engineering-Outgoing,Rejected,16286,Universidad Politécnica de Madrid,"4,18"
Second Semester 2021,1,1243,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Industrial Engineering-Outgoing,Selected,15076,Universidade de Lisboa,"4,23"
Second Semester 2021,2,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,15076,Kungliga Tekniska högskolan (KTH),"4,23"
Second Semester 2021,3,1754,Exchange student-Aalborg Universitet-Universidad de los Andes-Outgoing,Rejected,15076,Aalborg Universitet,"4,23"
Second Semester 2019,1,207,Exchange Student-Technische Universität München-Universidad de los Andes-Outgoing,Selected,7615,Technische Universität München (TUM),"4,39"
Second Semester 2019,2,498,Exchange Student-Brandenburgische Technische Universität-Universidad de los Andes-Outgoing,Rejected,7615,Brandenburgische Technische Universität Cottbus-Senftenberg,"4,39"
First Semester 2020,1,2170,Student Exchange-L'institute d'Études Politiques de Paris Sciences Po-Campus Reims-School of Government Alberto Lleras Camargo-Outgoing,Pending,14254,Institut d'Etudes Politiques de Paris,"4,20"
First Semester 2020,2,2262,Exchange Student-Université Paris Dauphine-School of Economics-Outgoing,Pending,14254,Université Paris-Dauphine,"4,20"
First Semester 2020,3,96,Exchange Student-Institut d'Études Politiques de Lille-Sciences Po Lille-Universidad de los Andes-Outgoing,Selected,14254,Institut d\'Etudes Politiques,"4,20"
First Semester 2020,1,74,Exchange Student Undergraduate-Freie Universität Berlin-Universidad de los Andes-Outgoing,Pending,8559,Freie Universität Berlin,"3,35"
First Semester 2020,2,78,Exchange Student-Georg-August-Universität Göttingen-School of Economics-Outgoing,Pending,8559,Georg-August-Universität Göttingen,"3,35"
First Semester 2020,3,498,Exchange Student-Brandenburgische Technische Universität-Universidad de los Andes-Outgoing,Pending,8559,Brandenburgische Technische Universität Cottbus-Senftenberg,"3,35"
Second Semester 2020,1,1392,Exchange Student-Universidad Nacional Autónoma de México UNAM-Universidad de los Andes-Outgoing,Rejected,11775,Universidad Nacional Autónoma de México,"4,15"
Second Semester 2020,2,1819,SMILE-Exchange Student Undergraduate-Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-Department of Biomedical Engineering-Outgoing,Selected,11775,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"4,15"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Cancelled,12552,Cornell University,"4,18"
Inter-semester 2019,1,,,Pending,8184,Cornell University,"4,08"
Second Semester 2019,1,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Pending,7781,Universitat Ramon Llull,"3,64"
Second Semester 2019,2,555,Exchange Student-Universita Ca' Foscari Venezia-Universidad de los Andes-outgoing,Pending,7781,Università Ca' Foscari Venezia,"3,64"
Second Semester 2019,3,211,Exchange Student Undergraduate-Toulouse Business School-School of Management-Outgoing,Pending,7781,TOULOUSE BUSINESS SCHOOL,"3,64"
First Semester 2020,1,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Pending,8501,Universitat Ramon Llull,"3,65"
First Semester 2020,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Pending,8501,Universidad Carlos III de Madrid,"3,65"
First Semester 2020,3,271,Exchange Student-Universidad de San Andrés-Universidad de los Andes-Outgoing,Pending,8501,Universidad de San Andrés,"3,65"
Second Semester 2020,1,1532,Exchange Student-NEOMA Business School-School of Management-Outgoing,Selected,11671,NEOMA Business School,"3,73"
Second Semester 2020,2,1287,Exchange Student-ICN Business School-School of Management-Outgoing,Rejected,11671,ICN Business School,"3,73"
Second Semester 2020,3,51,Exchange Student-Ecole des Hautes Etudes Commerciales (HEC) de Montréal-School of Management-Outgoing,Rejected,11671,Ecole des Hautes Etudes Commerciales (HEC) de Montréal,"3,73"
First Semester 2019,1,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,3677,Fundación ESADE - Universidad Ramón Llull,"3,66"
First Semester 2019,2,274,Exchange Student-Universidad de Santiago de Compostela-Universidad de los Andes-Outgoing,Rejected,3677,Universidad de Santiago de Compostela,"3,66"
First Semester 2019,3,271,Exchange Student-Universidad de San Andrés-Universidad de los Andes-Outgoing,Selected,3677,Universidad de San Andrés,"3,66"
Second Semester 2018,1,513,Exchange Student Undergraduate-Justus Liebig Universität Giessen-Universidad de los Andes-Outgoing,Selected,2883,Justus-Liebig-Universität Giessen,
Second Semester 2022,1,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,18525,Universitat Ramon Llull,"3,55"
Second Semester 2022,2,998,Exchange Student Undergraduate-IE University-Campus Madrid-School of Management-Outgoing,Rejected,18525,IE Universidad,"3,55"
Second Semester 2022,1,3350,Exchange Student-Instituto Tecnológico de Estudios Superiores de Monterrey-School of Management-Outgoing,Rejected,18525,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"3,55"
Second Semester 2018,1,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Pending,2642,McGill University,
Second Semester 2018,1,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Pending,2649,McGill University,
Second Semester 2018,2,236,Exchange Student-Western University - King's University College-School of Social Sciences-Outgoing,Pending,2642,Western University ,
Second Semester 2018,2,236,Exchange Student-Western University - King's University College-School of Social Sciences-Outgoing,Pending,2649,Western University ,
Second Semester 2018,3,23,Exchange Student Undergraduate-Australian National University-Universidad de los Andes-Outgoing,Pending,2642,Australian National University,
Second Semester 2018,3,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Pending,2649,University of Melbourne,
Second Semester 2019,1,1880,Exchange Student-Líderes del mañana-TEC MONTERREY-Universidad de los Andes-Outgoing,Pending,10426,,"4,33"
Second Semester 2019,2,783,Exchange Student-Líderes del mañana-TEC PUEBLA-Universidad de los Andes-Outgoing,Pending,10426,,"4,33"
First Semester 2022,1,3769,Exchange Master Student-Universidad del País Vasco-School of Engineering-Outgoing,Selected,16960,Universidad del País Vasco / Euskal Herriko Unibertsitatea,"3,90"
First Semester 2022,2,3744,Exchange Master Student-Universidad de Chile-School of Engineering-Outgoing,Rejected,16960,Universidad de Chile,"3,90"
Second Semester 2018,1,513,Exchange Student Undergraduate-Justus Liebig Universität Giessen-Universidad de los Andes-Outgoing,Pending,2452,Justus-Liebig-Universität Giessen,"4,07"
Second Semester 2018,2,551,Exchange Student-Martin-Luther-Universität Halle-Wittenberg-School of Social Sciences-Outgoing,Pending,2452,Martin-Luther-Universität Halle-Wittenberg,"4,07"
Second Semester 2018,3,541,Exchange Student Undergraduate-Universität Mannheim-School of Social Sciences-Outgoing,Pending,2452,Universität Mannheim,"4,07"
Second Semester 2021,1,830,"Exchange Student-Northumbria University, Newcastle-Universidad de los Andes-Outgoing",Rejected,15363,"Northumbria University, Newcastle","3,87"
Second Semester 2021,2,3135,Exchange Student-Universidad de Granada-Universidad de los Andes-Outgoing,Rejected,15363,Universidad de Granada,"3,87"
Second Semester 2021,3,1241,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Architecture-Outgoing,Rejected,15363,Universidade de Lisboa,"3,87"
Second Semester 2021,1,379,Exchange Student-Université Libre de Bruxelles-Architechture Department-Outgoing,Selected,15363,Université Libre de Bruxelles,"3,87"
Second Semester 2021,2,808,Exchange Student-Università IUAV di Venezia-Architecture Department-Outgoing,Rejected,15363,Università IUAV di Venezia,"3,87"
Second Semester 2021,3,84,Exchange Student-Helsingin Yliopisto-Universidad de los Andes-Outgoing,Rejected,15363,Helsingin Yliopisto,"3,87"
Second Semester 2022,1,322,Exchange Student-Universidade Católica Portuguesa-School of Management-Outgoing,Rejected,18985,Universidade Católica Portuguesa,"4,13"
Second Semester 2022,2,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,18985,Universitat Ramon Llull,"4,13"
Second Semester 2022,3,998,Exchange Student Undergraduate-IE University-Campus Madrid-School of Management-Outgoing,Rejected,18985,IE Universidad,"4,13"
Second Semester 2021,2,1083,Exchange-Universitá degli Studi di Genova- Universidad de Los Andes-Outgoing,Rejected,14999,Università degli Studi di Genova,"4,25"
Second Semester 2021,1,804,ERASMUS Exchange Student-Università degli Studi di Perugia-School of Law-Outgoing,Selected,14999,Università degli Studi di Perugia,"4,25"
Second Semester 2021,3,921,Exchange Student-Universitat Pompeu Fabra-School of Law-Outgoing,Rejected,14999,Universitat Pompeu Fabra,"4,25"
First Semester 2022,1,538,Exchange Student-Universität Mannheim-School of Management-Outgoing,Selected,16271,Universität Mannheim,"4,24"
First Semester 2019,1,71,Exchange Student Undergraduate-Frankfurt School of Finance & Management-School of Management-Outgoing,Rejected,3567,Frankfurt School of Finance & Management,"3,67"
First Semester 2019,2,57,Exchange Student Undergraduate-ESCP Europe-School of Management-Outgoing,Rejected,3567,ESCP Europe,"3,67"
First Semester 2019,3,538,Exchange Student-Universität Mannheim-School of Management-Outgoing,Rejected,3567,Universität Mannheim,"3,67"
First Semester 2019,1,531,Exchange Student-Kühne Logistics University-School of Management-Outgoing,Selected,3567,Kühne Logistics University,"3,67"
First Semester 2019,2,71,Exchange Student Undergraduate-Frankfurt School of Finance & Management-School of Management-Outgoing,Rejected,3567,,"3,67"
Second Semester 2020,1,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,11839,Maastricht University,"3,74"
Second Semester 2020,2,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,11839,Universitat Ramon Llull,"3,74"
Second Semester 2020,3,665,Exchange Student-FGV-Escola de Administracão de Empresas de São Paulo-School of Management-Outgoing,Selected,11839,Fundação Getulio Vargas,"3,74"
Second Semester 2022,1,486,Double degree-Toulouse Business School-School of Management-Outgoing,Selected,19917,TOULOUSE BUSINESS SCHOOL,"4,71"
Second Semester 2020,1,1241,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Architecture-Outgoing,Rejected,11633,Universidade de Lisboa,"3,92"
Second Semester 2020,2,1008,SMILE Exchange-Universidad Politécnica de Madrid-ETS-Architecture Department-Outgoing,Rejected,11633,Universidad Politécnica de Madrid,"3,92"
Second Semester 2020,3,1353,Exchange Student-The University of Auckland-Universidad de los Andes -Outgoing,Rejected,11633,The University of Auckland,"3,92"
