Institution: ID,Country,Region 1,Region 2,Continent,City,Name,Institution type,Official Language,Language requirement 1,Language cerf score 1,Language requirement 2,Language cerf score 2,Language requirement 3,Language cerf score 3,Minimum GPA/4
1338,Czech Republic,Eastern Europe,,Europe,Praha,DŮM ZAHRANIČNÍ SPOLUPRÁCE,Government,"Czech, Slovak",,,,,,,
549,United States,Northern America,,North America,Pittsburgh,Duquesne University,partner university,English,,,,,,,"2,6"
507,United Kingdom,Northern Europe,,Europe,Durham,Durham University,Partner University,English,English,B1,,,,,3
3026,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,E-takeOff,Non Partner Company,Spanish,,,,,,,
1492,Germany,Western Europe,,Europe,,E.Ray Europa GmbH,Partner Company,German,,,,,,,
449,Spain,Southern Europe,,Europe,Barcelona,EADA Business School (Escuela de Alta Dirección y Administración),Partner University,Spanish,,,,,,,"2,6"
1559,China,Eastern Asia,,Asia,Shanghai,East China Normal University,partner university,Standard Chinese,,,,,,,"2,6"
1416,China,Eastern Asia,,Asia,Shanghai,East China University of Political Science and Law,partner university,Standard Chinese,,,,,,,"2,6"
1560,China,Eastern Asia,,Asia,Shanghai,East China University of Science and Technology,partner university,Standard Chinese,,,,,,,"2,6"
550,United States,Northern America,,North America,Charleston,Eastern Illinois University,partner university,English,,,,,,,"2,6"
319,Germany,Western Europe,,Europe,Tübingen,Eberhard Karls Universität Tübingen,Partner University,German,English,B2,German,B2,,,"2,6"
320,Germany,Western Europe,,Europe,Oestrich-Winkel,EBS Business School,Partner University,German,English,B1,,,,,"2,6"
321,Germany,Western Europe,,Europe,Wiesbaden,EBS Law School,Partner University,German,,,,,,,"2,6"
322,Germany,Western Europe,,Europe,"Wiesbaden, Oestrich-Winkel",EBS Universität für Wirtschaft und Recht,Partner University,German,English,B2,,,,,"2,6"
2109,Spain,Southern Europe,,Europe,Islas Canarias,EBV Consulting & Learning,Non Partner Company,Spanish,,,,,,,
668,France,Western Europe,,Europe,Rennes,ECAM Rennes,Partner University,French,French,B1,,,,,"2,6"
2561,Peru,South America,Latin America and the Caribbean,South America,Lima,Eclosio,NGO,"Spanish, Aymara language, Quechuan languages",,,,,,,
2928,Switzerland,Western Europe,,Europe,Lausanne,École cantonale d'art de Lausanne,Non Partner University - Non potential,"German, French, Italian, Romansh",,,,,,,"2,6"
2778,France,Western Europe,,Europe,Villeneuve d'Ascq,Ecole Centrale Lille,partner university,French,,,,,,,"2,6"
1234,France,Western Europe,,Europe,Ecully,Ecole Centrale Lyon,partner university,French,,,,,,,"2,6"
2959,France,Western Europe,,Europe,Marseille,Ecole Centrale Marseille,Non Partner University - Potential,French,,,,,,,"2,6"
1467,France,Western Europe,,Europe,Nantes,Ecole Centrale Nantes,Partner University,French,English,B2,French,B2,,,"2,6"
250,France,Western Europe,,Europe,La Rochelle,Ecole d'Ingénieurs en Génie des Systèmes Industriels (EIGSI),partner university,French,,,,,,,"2,6"
251,France,Western Europe,,Europe,Rennes,Ecole d’Ingenieurs Louis de Broglie,partner university,French,,,,,,,"2,6"
2278,France,Western Europe,,Europe,Cergy-Pontoise,Ecole de Biologie Industrielle,partner university,French,,,,,,,"2,6"
247,France,Western Europe,,Europe,Paris,École de Communication Visuelle Paris,Partner University,French,English,B2,French,B2,,,"2,6"
2170,France,Western Europe,,Europe,Paris,Ecole de Psychologues Praticiens,partner university,French,,,,,,,"2,6"
112,Canada,Northern America,,North America,Montréal,École de Technologie Supérieure (ETS),Partner University,"French, English",French,B1,,,,,"2,6"
113,Canada,Northern America,,North America,Montréal,Ecole des Hautes Etudes Commerciales (HEC) de Montréal,Partner University,"French, English",English,B1,French,B2,,,"2,6"
2584,France,Western Europe,,Europe,Paris,Ecole des Hautes Etudes en Sciences Sociales,partner university,French,,,,,,,"2,6"
2090,France,Western Europe,,Europe,Albi,Ecole des Mines d’Albi-Carmaux,partner university,French,,,,,,,"2,6"
1032,France,Western Europe,,Europe,Paris,Ecole des Mines de Paris,partner university,French,,,,,,,"2,6"
249,France,Western Europe,,Europe,Saint-Etienne,Ecole des Mines de Saint-Etienne,Partner University,French,English,B1,,,,,"2,6"
1205,France,Western Europe,,Europe,Marne-la-Vallée,École des Ponts ParisTech,Non Partner University - Potential,French,,,,,,,"2,6"
1509,Canada,Northern America,,North America,Quebec City,École nationale d'administration publique,partner university,"French, English",,,,,,,"2,6"
2139,France,Western Europe,,Europe,Tarbes,Ecole Nationale d'Ingénieurs de Tarbes,partner university,French,,,,,,,"2,6"
252,France,Western Europe,,Europe,Grenoble,Ecole Nationale Supérieure d'Architecture de Grenoble,Partner University,French,,,French,B1,,,"2,6"
2261,France,Western Europe,,Europe,Vaulx-en-Velin,Ecole Nationale Supérieure d'Architecture de Lyon,partner university,French,,,,,,,"2,6"
1762,France,Western Europe,,Europe,Paris,Ecole Nationale Supérieure d'Architecture Paris-Val de Seine,partner university,French,,,,,,,"2,6"
253,France,Western Europe,,Europe,Bourges,Ecole Nationale Supérieure d'Ingénieurs (ENSI) de Bourges,Partner University,French,,,,,,,"2,6"
2305,France,Western Europe,,Europe,Caen,Ecole Nationale Supérieure d'Ingénieurs de Caen (ENSICAEN),partner university,French,,,,,,,"2,6"
2231,France,Western Europe,,Europe,Montpellier,Ecole Nationale Supérieure de Chimie de Montpellier,Partner University,French,,,,,,,"2,6"
1419,France,Western Europe,,Europe,Rennes,Ecole Nationale Supérieure de Chimie de Rennes,partner university,French,,,,,,,"2,6"
745,France,Western Europe,,Europe,Cergy-Pontoise,Ecole Nationale Supérieure de l'Electronique et de ses Applications,"GE3, Partner University",French,,,,,,,"2,6"
819,France,Western Europe,,Europe,Paris,Ecole Nationale Supérieure de Techniques Avancées,Partner University,French,,,,,,,"2,6"
962,France,Western Europe,,Europe,Lyon,Ecole Normale Supérieure de Lyon,partner university,French,,,,,,,"2,6"
1033,France,Western Europe,,Europe,Paris,Ecole Normale Supérieure Paris,partner university,French,,,,,,,"2,6"
2779,France,Western Europe,,Europe,Cachan,Ecole normale supérieure Paris-Saclay,partner university,French,,,,,,,"2,6"
961,France,Western Europe,,Europe,Palaiseau,Ecole Polytechnique,Non Partner University - Potential,French,,,,,,,"2,6"
114,Canada,Northern America,,North America,Montréal,École Polytechnique de Montréal,Partner University,"French, English",French,B2,,,,,"2,6"
1012,Switzerland,Western Europe,,Europe,Lausanne,École Polytechnique Fédérale (EPF) Lausanne,Non Partner University - Potential,"German, French, Italian, Romansh",,,,,,,"2,6"
254,France,Western Europe,,Europe,Paris,École Polytechnique ParisTech,Partner University,French,,,,,,,"2,6"
2096,France,Western Europe,,Europe,Bicêtre,Ecole pour l'Informatique et les Techniques Avancées (EPITA),Partner University,French,English,B2,French,B2,,,"2,6"
2136,France,Western Europe,,Europe,Caen,Ecole publique d’Ingénieurs Centre de Recherche,"partner university, Research Center",French,,,,,,,"2,6"
1760,France,Western Europe,,Europe,Arcueil,Ecole Supérieure d'Ingénieurs des Travaux de la Construction,partner university,French,,,,,,,"2,6"
255,France,Western Europe,,Europe,Rouen,Ecole Supérieure d'Ingénieurs en Génie Electrique (ESIGELEC),Partner University,French,English,B2,French,B2,,,"2,6"
3036,France,Western Europe,,Europe,Lyon,Ecole Supérieure de Chimie Physique Electronique de Lyon (CPE),Non Partner University - Potential,French,,,,,,,"2,6"
1992,France,Western Europe,,Europe,Amiens cedex 1,École Superieure de Commerce d'Amiens,partner university,French,,,,,,,"2,6"
963,France,Western Europe,,Europe,Paris,Ecole Supérieure de Physique et de Chimie Industrielles (ESPCI),partner university,French,,,,,,,"2,6"
1480,France,Western Europe,,Europe,Lille,EDHEC Business School,Partner University,French,English,B2,French,B1,,,"2,6"
1561,United Kingdom,Northern Europe,,Europe,Edinburgh,Edinburgh Napier University,partner university,English,,,,,,,"2,6"
1562,Australia,Australia and New Zealand,,Oceania,Perth,Edith Cowan University,partner university,English,,,,,,,"2,6"
2104,Colombia,South America,Latin America and the Caribbean,South America,Bogota,Educación por Excelencia,"Agency, Non Partner Company",Spanish,,,,,,,
2085,Australia,Australia and New Zealand,,Oceania,Bogota,Education and Migration Services Australia,"Agency, Non Partner Company",English,,,,,,,
2232,Ireland,Northern Europe,,Europe,Dublin,Education in Ireland,Agency,"Irish, English",,,,,,,
1987,United Kingdom,Northern Europe,,Europe,East Sussex,eduKUDU,Non Partner Company,English,,,,,,,
2448,Estonia,Northern Europe,,Europe,Tallinn,Eesti Kunstiakadeemia,Non Partner University - Potential,Estonian,,,,,,,"2,6"
1260,Japan,Eastern Asia,,Asia,Matsuyama,Ehime University,partner university,Japanese,,,,,,,"2,6"
1170,Switzerland,Western Europe,,Europe,Zürich,Eidgenössische Technische Hochschule (ETH) Zürich,partner university,"German, French, Italian, Romansh",,,,,,,"2,6"
1723,Colombia,South America,Latin America and the Caribbean,South America,,Ejercito Nacional de Colombia,Government,Spanish,,,,,,,
1305,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,El Cielo,Non Partner Company,Spanish,,,,,,,
1475,Mexico,Central America,Latin America and the Caribbean,North America,Mexico City,El Colegio de México,partner university,Spanish,,,,,,,"2,6"
2791,Mexico,Central America,Latin America and the Caribbean,North America,Sonora,El Colegio de Sonora,partner university,Spanish,,,,,,,"2,6"
2682,Mexico,Central America,Latin America and the Caribbean,North America,Toluca,El Colegio Mexiquense,partner university,Spanish,,,,,,,"2,6"
3118,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Eli Lilly Interamerica INC,Non Partner Company,Spanish,,,,,,,
1237,Spain,Southern Europe,,Europe,Barcelona,ELISAVA Escuela Universitaria de Diseño e Ingeniería de Barcelona,partner university,Spanish,,,,,,,"2,6"
1989,United States,Northern America,,North America,Elon,Elon University,partner university,English,,,,,,,"2,6"
1737,Germany,Western Europe,,Europe,Bogota,Embajada de Alemania en Colombia,Government,German,,,,,,,
2503,Argentina,South America,Latin America and the Caribbean,South America,Bogota,Embajada de Argentina en Colombia,Government,Spanish,,,,,,,
1849,Australia,Australia and New Zealand,,Oceania,Bogotá,Embajada de Australia en Colombia,Government,English,,,,,,,
2281,Australia,Australia and New Zealand,,Oceania,Ciudad de México,Embajada de Australia en México,Government,English,,,,,,,
1729,Austria,Western Europe,,Europe,Bogota,Embajada de Austria en Colombia,Government,German,,,,,,,
2311,Belgium,Western Europe,,Europe,Bogota,Embajada de Bélgica en Colombia,Government,"French, Dutch, German",,,,,,,
2345,Brazil,South America,Latin America and the Caribbean,South America,Bogota,Embajada de Brasil en Colombia,Government,Portuguese,,,,,,,
1306,Canada,Northern America,,North America,Bogotá,Embajada de Canadá en Colombia,Government,"French, English",,,,,,,
1778,Colombia,South America,Latin America and the Caribbean,South America,Washington,Embajada de Colombia en EEUU,Government,Spanish,,,,,,,
2516,Colombia,South America,Latin America and the Caribbean,South America,Tokyo,Embajada de Colombia en Japón,Government,Spanish,,,,,,,
1428,United States,Northern America,,North America,Bogotá,Embajada de Estados Unidos en Colombia,Government,English,,,,,,,
2532,Finland,Northern Europe,,Europe,Bogota,Embajada de Finlandia en Colombia,Government,"Swedish, Finnish",,,,,,,
1307,France,Western Europe,,Europe,Bogotá,Embajada de Francia en Colombia,Government,French,,,,,,,
2476,Ireland,Northern Europe,,Europe,Bogota,Embajada de Irlanda en Colombia,Government,"Irish, English",,,,,,,
1806,Italy,Southern Europe,,Europe,Bogota,Embajada de Italia en Colombia,Government,Italian,,,,,,,
1858,Jamaica,Caribbean,Latin America and the Caribbean,North America,Bogota,Embajada de Jamaica en Colombia,Government,Jamaican English,,,,,,,
2233,"Korea, Republic of",Eastern Asia,,Asia,Bogotá,Embajada de la República de Corea,Government,Korean,,,,,,,
1809,Dominican Republic,Caribbean,Latin America and the Caribbean,North America,Bogota,Embajada de la República Dominicana en Colombia,Government,Spanish,,,,,,,
1438,Mexico,Central America,Latin America and the Caribbean,North America,Bogotá,Embajada de Mexico en Colombia,Government,Spanish,,,,,,,
1956,New Zealand,Australia and New Zealand,,Oceania,Bogota,Embajada de Nueva Zelanda en Colombia,Government,"English, Māori language",,,,,,,
2964,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Embajada de Portugal en Colombia,Non Partner Company,Spanish,,,,,,,
1423,Switzerland,Western Europe,,Europe,Bogotá,Embajada de Suiza en Colombia,Government,"German, French, Italian, Romansh",,,,,,,
2298,Uruguay,South America,Latin America and the Caribbean,South America,Bogota ,Embajada de Uruguay en Colombia,Government,Spanish,,,,,,,
1434,Japan,Eastern Asia,,Asia,Bogotá,Embajada del Japon en Colombia,Government,Japanese,,,,,,,
2316,Netherlands,Western Europe,,Europe,Bogota,Embajada del Reino de los Países Bajos,Government,Dutch,,,,,,,
1312,United Kingdom,Northern Europe,,Europe,Bogotá,Embajada del Reino Unido en Colombia,Government,English,,,,,,,
3077,Denmark,Northern Europe,,Europe,Bogotá,Embassy of Denmark in Colombia,Government,Danish,,,,,,,
3079,El Salvador,Central America,Latin America and the Caribbean,North America,Bogotá,"Embassy of El Salvador in Bogotá, Colombia",Government,"Spanish, Salvadoran Spanish",,,,,,,
2569,Israel,Western Asia,,Asia,Bogota,Embassy of Israel in Colombia,Government,"Hebrew, Arabic, Modern Hebrew",,,,,,,
3072,Panama,Central America,Latin America and the Caribbean,North America,Bogotá,"Embassy of Panamá in Bogotá, Colombia",Government,Spanish,,,,,,,
2820,Belarus,Eastern Europe,,Europe,bogotá,Embassy of the Republic of Belarus in the Republic of Colombia,Government,"Russian, Belarusian",,,,,,,
739,United States,Northern America,,North America,Daytona Beach,Embry Riddle Aeronautical University,"GE3, partner university",English,,,,,,,"2,6"
551,United States,Northern America,,North America,Atlanta,Emory University,partner university,English,,,,,,,"2,6"
1816,United States,Northern America,,North America,Emporia,Emporia State University ,partner university,English,,,,,,,"2,6"
151,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Empresa Colombiana de Productos Veterinarios VECOL S.A.,Partner Company,Spanish,,,,,,,
1409,United States,Northern America,,North America,New York,Enago,Non Partner Company,English,,,,,,,
256,France,Western Europe,,Europe,Brest,"ENSTA Bretagne, École Nationale Supérieure de Techniques Avancées ",Partner University,French,,,French,B1,,,"2,6"
1043,Hungary,Eastern Europe,,Europe,Budapest,Eötvös Loránd Tudományegyetem,partner university,Hungarian,,,,,,,"2,6"
409,Netherlands,Western Europe,,Europe,Rotterdam,Erasmus Universiteit Rotterdam,Partner University,Dutch,English,B2,,,,,"2,6"
233,Denmark,Northern Europe,,Europe,København,Erhvervsakademiet Copenhagen Business,partner university,Danish,,,,,,,"2,6"
985,Germany,Western Europe,,Europe,Jena,Ernst Abbe Fachhochschule Jena,partner university,German,,,,,,,"2,6"
257,France,Western Europe,,Europe,Paris,ESCP Europe,Partner University,French,English,C1,French,C2,,,"2,6"
1768,Spain,Southern Europe,,Europe,Madrid,Escuela Abierta de Desarrollo en Ingeniería y Construcción (EADIC),partner university,Spanish,,,,,,,"2,6"
1846,Mexico,Central America,Latin America and the Caribbean,North America,,Escuela Bancaria y Comercial de México,partner university,Spanish,,,,,,,"2,6"
1034,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Escuela Colombiana de Ingeniería Julio Garavito,partner university,Spanish,,,,,,,"2,6"
2554,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Escuela de Diseño LCI Bogotá,Non Partner University - Potential,Spanish,,,,,,,"2,6"
2637,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Escuela de Gastronomía GD S.A.S,Partner Company,Spanish,,,,,,,
2618,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,ESCUELA DE GASTRONOMIA MARIANO MORENO,Partner University,Spanish,,,,,,,"2,6"
671,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Escuela de Postgrados de la Fuerza Aérea Colombiana (EPFAC),Partner University,Spanish,,,,,,,"2,6"
1238,Spain,Southern Europe,,Europe,Barcelona,Escuela Microfusa,partner university,Spanish,,,,,,,"2,6"
1718,Colombia,South America,Latin America and the Caribbean,South America,Bogota,Escuela Militar de Cadetes José María Córdova,Government,Spanish,,,,,,,
2196,Colombia,South America,Latin America and the Caribbean,South America,Cartagena,Escuela Naval del Cadetes Almirante Padilla,Government,Spanish,,,,,,,
1847,Mexico,Central America,Latin America and the Caribbean,North America,,Escuela Normal Regional de Especialización de Saltillo,partner university,Spanish,,,,,,,"2,6"
1422,Ecuador,South America,Latin America and the Caribbean,South America,Quito,Escuela Politécnica Nacional,partner university,Spanish,,,,,,,"2,6"
153,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Escuela Superior de Guerra,Government,Spanish,,,,,,,
1236,Spain,Southern Europe,,Europe,Madrid,Escuela Superior de Música Reina Sofía,partner university,Spanish,,,,,,,"2,6"
2935,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Escuela Superior de Oftalmología Instituto Barraquer,Non Partner University - Potential,Spanish,,,,,,,"2,6"
706,Ecuador,South America,Latin America and the Caribbean,South America,Guayaquil,Escuela Superior Politecnica del Litoral,"CINDA, Partner University",Spanish,,,,,,,"2,6"
154,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Escuela Tecnologíca Instituto Técnico Central,Partner University,Spanish,,,,,,,"2,6"
2009,France,Western Europe,,Europe,Ivry-sur-Seine,ESME SUDRIA Ecole d'Ingenieurs,partner university,French,,,,,,,"2,6"
258,France,Western Europe,,Europe,Cergy-Pontoise,ESSEC Business School,Partner University,French,English,B2,French,B2,,,"2,6"
2121,France,Western Europe,,Europe,Montigny-le-Bretonneux,ESTACA Ecole D'Ingenieurs,partner university,French,,,,,,,"2,6"
2101,Spain,Southern Europe,,Europe,Vigo (Pontevedra),"Estrategia y Organización, s.a. ",Non Partner Company,Spanish,,,,,,,
1805,Italy,Southern Europe,,Europe,Padova,Etifor,Non Partner Company,Italian,,,,,,,
1357,Turkey,Western Asia,,Asia,Estambul,EURASIA HIGHER EDUCATION SUMMIT,Non Partner Company,Turkish,,,,,,,
2598,Spain,Southern Europe,,Europe,Barcelona,EURECAT-Centro Tecnológico de Catalunya,Partner University,Spanish,,,,,,,"2,6"
1885,Germany,Western Europe,,Europe,Frankfurt (Oder),Europa-Universität Viadrina Frankfurt (Oder),Partner University,German,,,,,,,"2,6"
3110,Belgium,Western Europe,,Europe,Brussels,European Commission,Non Partner Company,"French, Dutch, German",,,,,,,
1487,Germany,Western Europe,,Europe,Hamburg,European Union - Latin America and the Caribbean Foundation (EU-LAC),Government,German,,,,,,,
2111,Italy,Southern Europe,,Europe,Fiesole,European University Institute Florence,Partner University,Italian,English,B2,,,,,"2,6"
2708,Lithuania,Northern Europe,,Europe,Vilnius,Europos Humanitarinis Universitetas,Non Partner University - Potential,Lithuanian,,,,,,,"2,6"
1563,"Korea, Republic of",Eastern Asia,,Asia,Seoul,Ewha Womans University,partner university,Korean,,,,,,,"2,6"
552,United States,Northern America,,North America,Berkeley,Experiments in Governance and Politics Network EGAP,NGO,English,,,,,,,
2628,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Expocafé S.A (Sociedad Exportadora de Café de las Cooperativas de Caficultores S.A),Non Partner Company,Spanish,,,,,,,
83,Brazil,South America,Latin America and the Caribbean,South America,São Paulo,FAAP - Fundação Armando Álvares Penteado,Partner University,Portuguese,,,,,,,"2,6"
982,Germany,Western Europe,,Europe,Kiel,Fachhochschule Kiel,partner university,German,,,,,,,"2,6"
1379,Germany,Western Europe,,Europe,Münster and Steinfurt,Fachhochschule Münster,partner university,German,,,,,,,"2,6"
1859,Germany,Western Europe,,Europe,Schmalkalden,Fachhochschule Schmalkalden,partner university,German,,,,,,,"2,6"
2382,Brazil,South America,Latin America and the Caribbean,South America,Sorocaba,Faculdade de Engenharia de Sorocaba (FACENS),partner university,Portuguese,,,,,,,"2,6"
1851,Brazil,South America,Latin America and the Caribbean,South America,,Faculdade IEducare,partner university,Portuguese,,,,,,,"2,6"
44,Argentina,South America,Latin America and the Caribbean,South America,Buenos Aires,Facultad Latinoamericana de Ciencias Sociales Argentina,Partner University,Spanish,,,,,,,"2,6"
238,Ecuador,South America,Latin America and the Caribbean,South America,Quito,Facultad Latinoamericana de Ciencias Sociales Ecuador,Partner University,Spanish,,,,,,,"2,6"
2789,Mexico,Central America,Latin America and the Caribbean,North America,Ciudad de México,Facultad Latinoamericana de Ciencias Sociales México,Non Partner University - Potential,Spanish,,,,,,,"2,6"
1770,United States,Northern America,,North America,Fairfax,Fairfax University of America,partner university,English,,,,,,,"2,6"
1398,Indonesia,South-eastern Asia,,Asia,Tamalanrea,Fakultas Kesehatan Masyarakat,partner university,Indonesian,,,,,,,"2,6"
2719,Russian Federation,Eastern Europe,,Europe,Vladivostok,Far Eastern Federal University,Partner University,Russian,,,,,,,"2,6"
1171,United States,Northern America,,North America,New York City,Fashion Institute of Technology,partner university,English,,,,,,,"2,6"
155,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Federación Colombiana de Productores de Papa-FEDEPAPA,NGO,Spanish,,,,,,,
156,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Federación Nacional de Avilcultores de Colombia (FENAVI),NGO,Spanish,,,,,,,
777,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Federación Nacional de Cacaoteros-FEDECACAO,"Partner Company, Research Center",Spanish,,,,,,,
3121,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Federación Nacional de Comerciantes (Fenalco),Non Partner Company,Spanish,,,,,,,
2524,Germany,Western Europe,,Europe,Bonn,Federal Ministry of Education and Research,Government,German,,,,,,,
1897,United States,Northern America,,North America,Washington,Federal Student Aid,Government,English,,,,,,,
1564,Taiwan,Eastern Asia,,Asia,Taichung,Feng Chia University,partner university,Standard Chinese,,,,,,,"2,6"
1565,Iran,Southern Asia,,Asia,Mashhad,Ferdowsi University of Mashhad,partner university,Persian,,,,,,,"2,6"
495,Switzerland,Western Europe,,Europe,Brugg,FHNW Fachhochschule Nordwestschweiz,Partner University,"German, French, Italian, Romansh",German,B2,English,B2,,,"2,6"
2949,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fiduciaria La Previsora S.A,"Government, Non Partner Company",Spanish,,,,,,,
2824,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Financiera de Desarrollo Territorial S.A,"Government, Partner Company",Spanish,,,,,,,
1418,Finland,Northern Europe,,Europe,,Finland University,partner university,"Swedish, Finnish",,,,,,,"2,6"
1566,Australia,Australia and New Zealand,,Oceania,Adelaide,Flinders University,partner university,English,,,,,,,"2,6"
1093,United States,Northern America,,North America,Melbourne,Florida Institute of Technology,partner university,English,,,,,,,"2,6"
553,United States,Northern America,,North America,Miami,Florida International University,Partner University,English,,,,,,,"2,6"
554,United States,Northern America,,North America,Tallahassee,Florida State University,partner university,English,,,,,,,"2,6"
2020,United States,Northern America,,North America,Boston,Flywire,Non Partner Company,English,,,,,,,
1052,United States,Northern America,,North America,New York City,Fordham University,partner university,English,,,,,,,"2,6"
3028,France,Western Europe,,Europe,Villeneuve-d'Ascq,FORMASUP Nord-Pas-de-Calais,Non Partner Company,French,,,,,,,
3033,France,Western Europe,,Europe,,Formation d'ingénieur par alternance (CFA ISTP),Non Partner University - Potential,French,,,,,,,"2,6"
2027,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,FORUM SYD,Partner University,Spanish,,,,,,,"2,6"
2661,Vietnam,South-eastern Asia,,Asia,Hanoi,FPT University,Partner University,Vietnamese,,,,,,,"2,6"
324,Germany,Western Europe,,Europe,Frankfurt am Main,Frankfurt School of Finance & Management,Partner University,German,English,C1,,,,,"2,6"
1324,Germany,Western Europe,,Europe,Frankfurt am Main,Frankfurt University of Applied Sciences,partner university,German,English,B2,,,,,"2,6"
737,United States,Northern America,,North America,Needham,Franklin W. Olin College of Engineering,"GE3, partner university",English,,,,,,,"2,6"
325,Germany,Western Europe,,Europe,Chemnitz,Fraunhofer-Institut für Elektronische Nanosysteme ENAS,Research Center,German,,,,,,,
326,Germany,Western Europe,,Europe,Berlin,Freie Universität Berlin,Partner University,German,English,B1,,,,,"2,6"
990,Germany,Western Europe,,Europe,Erlangen / Nürnberg,Friedrich-Alexander-Universität Erlangen-Nürnberg,partner university,German,,,,,,,"2,6"
1567,Taiwan,Eastern Asia,,Asia,Taipei,Fu Jen Catholic University,partner university,Standard Chinese,,,,,,,"2,6"
662,China,Eastern Asia,,Asia,Shanghai,Fudan University,Partner University,Standard Chinese,,,,,,,"2,6"
2483,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fuerza Aérea Colombiana,Government,Spanish,,,,,,,
673,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fulbright Colombia,Government,Spanish,,,,,,,
88,Brazil,South America,Latin America and the Caribbean,South America,São Paulo,Fundação Getulio Vargas,Partner University,Portuguese,,,,,,,"2,6"
84,Brazil,South America,Latin America and the Caribbean,South America,São Paulo,Fundação Getulio Vargas - Escola de Administracão de Empresas de São Paulo,Partner University,Portuguese,,,,,,,"2,6"
85,Brazil,South America,Latin America and the Caribbean,South America,Rio de Janeiro,Fundação Getulio Vargas - Escola de Dereito Rio de Janeiro,Partner University,Portuguese,,,,,,,"2,6"
86,Brazil,South America,Latin America and the Caribbean,South America,São Paulo,Fundação Getulio Vargas - Escola de Dereito São Paulo,Partner University,Portuguese,English,B2,,,,,"2,6"
89,Brazil,South America,Latin America and the Caribbean,South America,Rio de Janeiro,Fundação Oswaldo Cruz,Research Center,Portuguese,,,,,,,
2757,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fundación Antonio Restrepo Barco,Funding Agency,Spanish,,,,,,,
1493,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fundación Arkhé: Archivos de arte latinoamericano,Partner Company,Spanish,,,,,,,
3000,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fundación Bavaria,Non Partner Company,Spanish,,,,,,,
1178,Spain,Southern Europe,,Europe,Madrid,Fundación BERG Oceana Aufklärung - BERG Institute,NGO,Spanish,,,,,,,
3014,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fundación Cardio Infantil,Government,Spanish,,,,,,,
450,Spain,Southern Europe,,Europe,Madrid,Fundación Carolina,NGO,Spanish,,,,,,,
2526,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fundación Centro de Estudios Interdisciplinarios Básicos y Aplicados (CEIBA),"NGO, Research Center",Spanish,,,,,,,
693,Spain,Southern Europe,,Europe,Barcelona,Fundación ESADE - Universidad Ramón Llull,Partner University,Spanish,,,,,,,"2,6"
157,Colombia,South America,Latin America and the Caribbean,South America,Cali,Fundación FES,NGO,Spanish,,,,,,,
45,Argentina,South America,Latin America and the Caribbean,South America,Buenos Aires,Fundación Foro,NGO,Spanish,,,,,,,
158,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fundación Gavia,NGO,Spanish,,,,,,,
2841,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fundación GCFAprendeLibre,Funding Agency,Spanish,,,,,,,
2979,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fundación Grupo de Acción y Apoyo para Personas Trans,Non Partner Company,Spanish,,,,,,,
451,Spain,Southern Europe,,Europe,Armilla,Fundación Iberoamericana de Nutrición,NGO,Spanish,,,,,,,
2937,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fundación IC,"NGO, Non Partner Company",Spanish,,,,,,,
2827,Colombia,South America,Latin America and the Caribbean,South America,Vía Girardota – Antioquia,Fundación Incolmotos Yamaha,Funding Agency,Spanish,,,,,,,
452,Spain,Southern Europe,,Europe,Madrid,Fundación José Ortega y Gasset,NGO,Spanish,,,,,,,
159,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Fundacion Malpelo,"NGO, partner university",Spanish,,,,,,,"2,6"
